account_id,customer_id,type,balance
7ddd6f6-ba28-45bb-b8f2-a8ade35b4f1,b603fa8c-3139-4f32-9feb-24d5486523d9,Saving,5125.81
797934c-568c-433e-ab5f-3929d9cc2b7,699e27da-95af-402b-920c-06063f56d4b7,Checking,6419.32
ab57237-aefd-44c9-a9a1-0e7376f5392,2ee72425-e7b2-49c7-9b4f-b899d412e575,Checking,5472.13
1ee5d62-a606-4728-81e6-02d583ea499,20a07982-5618-4825-89b7-3dabc3fb1e94,Checking,6593.59
badfe15-f9c9-4c13-a86d-3b9b0bc9257,933a5b2d-0637-49ec-bb1f-5cf9ad29279d,Checking,7758.45
ed3df5f-0862-4955-a104-92f2fad837b,ca6c75e6-ccd7-4778-8b02-50c777e6e138,Checking,398.14
2c89e67-1710-4db2-b771-3cdabe912d9,4ea109c2-215a-498a-bce5-050856898823,Saving,1800.25
15e0a18-529c-40f9-a8de-fda8982a36d,4ea109c2-215a-498a-bce5-050856898823,Saving,3691.11
2cc09c1-3636-4b46-bfb3-f8989cc4fa8,551d5e4c-a73d-416b-8131-cda4e23c98f4,Saving,9711.75
6d86ef8-1753-476b-837a-16a8bebff98,c09a0dc6-46aa-4284-bcde-c8af36e82025,Saving,8691.95
f57706a-18eb-4e1d-95ce-9e89be3e64e,49e4e4b8-9617-4eef-8250-8df11b44206d,Business,4721.71
9cb2786-42b2-478f-b042-5c90564119e,b03d0010-7a99-4132-bc0c-68073a7931f7,Checking,5273.07
b3cd2ae-42a5-448c-8db6-c26cdbeee07,fc7ce130-4f5a-41f4-8b17-32ce804cd256,Saving,8914.18
d5f9485-08eb-4e57-97c6-045f3ece714,85a7e7c7-1492-433d-991b-d1956bd79ba6,Business,151.02
87e9e31-1020-48c4-9402-23aa6809c47,85a7e7c7-1492-433d-991b-d1956bd79ba6,Business,8174.81
bea23df-05e4-496c-8456-c9b02ad7546,a04af230-2350-47aa-ab3a-4e80858cda22,Checking,3546.87
6fc7ba6-4b39-47d7-9394-ca3741db908,02927582-1e71-44df-97f3-9945085abd50,Checking,2831.82
2275759-24af-4ce5-a634-3310228e7b0,5f86b3f0-e8bd-40ef-a214-e34e6a860a5e,Saving,8220.38
7152a60-4246-47c7-9f7c-dbca72853fd,489414b5-2ce1-4b2a-b381-34db66c45e15,Checking,9904.8
37fabc3-cb07-4ba0-bfbf-535a4d190b9,2f1b71ec-2a47-4e73-a694-fc7712124c95,Checking,2301.41
6f6d878-b850-46fd-b3bc-e2bf75df483,7541bad3-d014-4bde-8454-ffe026873e81,Saving,1116.49
8475cc0-8de5-4e85-aacb-098e80796c1,1262bd82-e543-4666-a6ba-af60a3b847a2,Checking,422.67
12ac157-9bf0-42a2-9517-bbb7cc9ede8,dfa3106b-8c73-4cd1-8f37-0d98fa46b6f8,Business,5198.77
af12917-5fa9-47a0-9a39-e16f92b18ab,d1b1ac86-2477-447d-8f6c-e1a78fdd941d,Saving,9566.11
392a66f-9ff5-4d54-a519-98cb79d5501,c43192dc-b40a-452f-9380-fe28bdd67144,Saving,7679.86
61a15a8-26ed-4c70-b8d4-611fa076d76,16579966-1231-4364-9994-3e349b9694d4,Checking,2789.54
bee1604-68cb-448f-a269-ef2d52a9b30,490107df-661d-47ac-99cf-bdb0f3d87697,Saving,3005.14
da0ead8-d27e-4875-802c-e878a861568,2a143248-cdbe-4c1e-9b86-e1c7ad4b381c,Checking,9446.49
325574d-55dd-4e9a-aaad-b74ba7168bb,a7de7d8c-d842-4fcc-b09a-b46129be870c,Checking,6938.75
7e3546d-1b12-4a60-8c61-1971aa752ab,20632acd-e528-46f2-8526-754904b116a8,Saving,6124.17
1eb3894-8437-4047-b638-5f7b2b30ae6,34cca796-0caf-4abe-a938-c24eca1ef0ef,Saving,3075.76
a9e3873-fdf7-4293-8893-5d09b3df0f0,d4c2c754-4863-4320-917d-2eade3fefc32,Saving,7410.83
07419fb-e299-40fa-b8bb-665be54f297,47eebafe-3251-4114-8a80-db0b4a23a0b3,Checking,4663.46
e31eac9-d75f-484e-8fbe-062676835fb,81790f1e-2830-4ecc-8324-dc07c0025e76,Saving,9275.1
82b79aa-428e-402e-b307-9515cd5cbc6,fecd663e-a8f8-4680-9523-88477ee6f018,Checking,375.28
ecd13f0-3700-4814-b65d-7148668dcae,268e477f-cc02-44e7-be5f-d9d8c90175b5,Checking,7339.51
47b6e0f-60ac-484b-9452-6ff9c14497e,268e477f-cc02-44e7-be5f-d9d8c90175b5,Checking,9585.97
e83b5b9-b2ac-4b02-b7ec-9ef54ff1911,d77dbd8a-b2a7-4f31-bed2-5f1da6a4633b,Checking,2639.47
6c3d0f3-6859-4ad2-ac23-80c05553108,d77dbd8a-b2a7-4f31-bed2-5f1da6a4633b,Checking,2633.1
5ce6404-c183-472a-bcba-7f9fe9c7781,8e161f37-7881-420a-baff-3a2477c4219f,Checking,6111.81
08465ae-ad49-420f-bc7c-f3e561410bb,b26086d7-561c-46f8-9128-97e3e1756d64,Checking,9174.25
711360b-2d23-4bc9-aa4a-d042ed9f130,f7877488-5c0f-4ece-b9c3-eae1a294f27d,Saving,4538.71
2258875-bc68-44fd-a404-0069f596aa1,1520bc3b-d6ce-450b-afa2-42d6b8530cb9,Business,5324.92
6547fee-8198-4fdd-9637-fd090d07779,20655f5a-645a-40aa-a6c4-d6345c4ce4c5,Saving,2118.61
e2385d7-4431-4711-adf9-ba756ef11e6,d45105f9-2358-4879-8b51-2f24e09ce37c,Business,1679.74
8ae2e23-e83e-4580-a77a-3e3c89fbceb,609a9f4c-609f-41e2-819f-3fb8154a408d,Business,8681.92
cb81b04-caea-4fea-bfd4-b8457efa6dc,ade88c75-b7ba-4283-b602-41107eb34589,Saving,428.4
264af78-07ec-4b01-b0b2-9ffa7713bf4,13c30648-3b7c-4331-ab9a-68aae712eff0,Business,813.44
fb7876c-f1be-4368-a43d-a6a2fa31707,2243398b-97ce-4d8b-8f79-e5f755222af6,Checking,3547.24
2b647ba-5413-472d-b5f9-0e96087cc25,a1655d73-02be-4679-a897-60274dab758c,Checking,6117.61
40de486-89a2-424b-88ef-b0a8ea90a17,a1655d73-02be-4679-a897-60274dab758c,Saving,8173.68
d032606-fb07-4883-9710-5461eaec819,27458085-d0f5-4147-b6ca-360fd10bc614,Checking,3405.87
adc946e-4e9f-40e4-99fd-34b5c6358db,8be0eba4-1019-4101-85c3-28a631654082,Saving,781.16
eb8c83f-ce15-40d9-b6f7-f913df11cd6,8be0eba4-1019-4101-85c3-28a631654082,Saving,4726.13
4696088-f7c5-4cc5-a5aa-0dfedde7eda,871d7e5a-9eea-403d-8c72-e5f34fff6e6d,Checking,8442.94
