transaction_id,account_id,time,amount,type
f8268b4-8b5f-4ea3-921c-6b6bd863892,ed3df5f-0862-4955-a104-92f2fad837b,023-09-24T02:40:57,906.65,Debit
4982b12-e7dc-4d3f-9cd2-c8a61a09729,ed3df5f-0862-4955-a104-92f2fad837b,023-03-28T13:22:26,844.44,Check
2dc33d5-ba18-4259-84db-e31ee3a20ab,ed3df5f-0862-4955-a104-92f2fad837b,023-01-15T19:24:18,-36.48,Debit
f3bb1e1-aead-4338-b106-b93abe5d7da,ed3df5f-0862-4955-a104-92f2fad837b,022-10-21T12:54:55,-47.67,Debit
0659d3b-c1f9-4e9d-95d6-54b85dc8df2,ed3df5f-0862-4955-a104-92f2fad837b,023-08-14T11:16:14,-502.5,Check
4257cb5-37e3-4d74-a635-81113e13587,ea554dc-8238-4b68-a33e-ab6aa0b3cf4,023-03-07T01:23:03,-715.05,Debit
4b41a43-6e9c-4a2d-bc48-0ea50055000,ea554dc-8238-4b68-a33e-ab6aa0b3cf4,023-09-15T05:40:43,-697.76,ATM
de85222-4509-4ba1-8c90-ea360c3d0ef,ea554dc-8238-4b68-a33e-ab6aa0b3cf4,022-11-07T13:53:50,-246.45,ATM
7a2e73e-6cfb-4900-a68b-0be9c670547,ea554dc-8238-4b68-a33e-ab6aa0b3cf4,023-03-28T15:27:34,772.4,Debit
41bd8fd-ecd3-4f54-9eb3-d8cb35b75ce,ea554dc-8238-4b68-a33e-ab6aa0b3cf4,022-10-25T08:21:13,864.36,ATM
934ba5c-75d5-488c-97bf-e8fcd5227ac,ea554dc-8238-4b68-a33e-ab6aa0b3cf4,023-03-02T05:43:25,816.54,Wire Transfer
357ace3-5a5b-4378-b907-735f16bf8d7,ea554dc-8238-4b68-a33e-ab6aa0b3cf4,022-11-01T12:36:20,14.35,ATM
3d21429-2764-4de4-a6ab-34be7eafcd9,c1b444d-9843-4363-900c-871870db842,023-01-28T16:32:55,386.05,Debit
1eed743-95f8-4fbb-bfb7-444dd8f3180,c1b444d-9843-4363-900c-871870db842,023-05-10T19:40:28,-93.01,Debit
09581a0-9552-4e97-bc6f-2690a79686f,cb81b04-caea-4fea-bfd4-b8457efa6dc,023-04-10T23:28:41,-887.04,Check
7b560c7-c1a1-488e-92b2-4d7e477ece1,6547fea-8198-4fdd-9637-fd090d07779,023-09-12T02:03:31,983.17,Check
3453d71-b891-4f74-b067-a226ec9c420,6547fea-8198-4fdd-9637-fd090d07779,023-06-07T07:35:21,292.83,ATM
fd4394f-961c-4c6f-938c-b7429ff794b,6547fea-8198-4fdd-9637-fd090d07779,023-07-26T09:33:44,-497.59,ATM
cca2c5f-c3a2-4e26-8f7a-0960bdb88ee,6547fea-8198-4fdd-9637-fd090d07779,022-11-10T19:34:18,-599.11,Wire Transfer
196a7c0-8edf-43d9-855e-a12d3d60809,6547fea-8198-4fdd-9637-fd090d07779,023-04-25T04:35:45,-100.58,Wire Transfer
b953cea-daef-4445-b8c0-fabaa32847f,6547fea-8198-4fdd-9637-fd090d07779,023-08-21T18:09:40,490.34,ATM
ca668e9-81b4-4e49-b8f5-4ec7d989ac6,6547fea-8198-4fdd-9637-fd090d07779,022-10-21T13:33:31,-871.26,ATM
dd6ed33-411c-42be-886c-e8c3d2c53d7,6547fea-8198-4fdd-9637-fd090d07779,022-11-03T01:10:12,375.08,Debit
1d34bb9-5dba-4ab4-bbae-6b11793e458,6547fea-8198-4fdd-9637-fd090d07779,023-04-15T18:36:07,-936.66,ATM
e30251d-8123-4c0f-8611-d8f3647538d,fadba6e-6ef6-4286-966e-419778c3c5b,023-02-15T09:35:56,-262.83,ATM
c88b4c6-614a-4eb8-b0e5-7bfa291648f,fadba6e-6ef6-4286-966e-419778c3c5b,023-05-13T16:18:53,861.21,ATM
11372a2-49b6-4074-8daa-73b92e6778e,fadba6e-6ef6-4286-966e-419778c3c5b,023-02-02T01:01:41,886.39,ATM
b900ee1-42fc-4e78-8fae-4503de29245,fadba6e-6ef6-4286-966e-419778c3c5b,023-02-19T10:38:05,-542.92,Debit
175798b-abfa-4ccd-9f0b-67dc6bf3c34,fadba6e-6ef6-4286-966e-419778c3c5b,023-07-01T21:20:40,-381.61,Check
0616545-71ad-41bc-9a70-5628cd81eeb,fadba6e-6ef6-4286-966e-419778c3c5b,023-09-10T17:23:55,-427.15,ATM
1dbb486-1811-401b-a159-706c0f702ee,fadba6e-6ef6-4286-966e-419778c3c5b,023-06-15T22:18:18,551.72,Debit
d2c834a-533a-44a0-b07c-2dce1564b40,fadba6e-6ef6-4286-966e-419778c3c5b,023-06-22T06:29:41,774.53,Debit
fb9641b-b807-4498-84b6-4ca170306b6,fadba6e-6ef6-4286-966e-419778c3c5b,023-07-27T06:14:15,-625.63,Check
c4478a2-dcd2-4e7a-8727-17789fa1087,480d361-a666-4a7b-99d3-bc92c474d68,023-06-20T16:06:42,-508.88,ATM
89a149b-41fa-473f-9292-5f04e5cca33,480d361-a666-4a7b-99d3-bc92c474d68,022-10-19T10:03:53,-946.53,ATM
a80a68c-3b3c-4f78-bab2-b6a718c4900,480d361-a666-4a7b-99d3-bc92c474d68,022-10-13T14:35:29,94.13,Wire Transfer
c42d6f2-bdea-400c-a537-ec8f8b9432d,480d361-a666-4a7b-99d3-bc92c474d68,023-02-19T10:38:05,575.35,ATM
b348e92-deb0-480d-9101-040176da6d7,480d361-a666-4a7b-99d3-bc92c474d68,023-04-12T12:35:03,178.36,Check
5bbee52-0709-4dd8-a49e-b51e4d41ac1,480d361-a666-4a7b-99d3-bc92c474d68,023-09-09T09:39:10,433.52,Debit
2006f4c-d310-4dd5-a93f-5bf080b475f,480d361-a666-4a7b-99d3-bc92c474d68,023-08-25T23:30:13,375.45,Debit
5e666a7-95b4-47de-a4fb-4e6752742c0,480d361-a666-4a7b-99d3-bc92c474d68,022-11-05T20:14:44,-814.43,Wire Transfer
e0a7fea-857f-48ad-8909-e087e8e839c,7899eff-23a4-47fb-ad9e-e86dd97e0a8,022-11-22T13:41:40,280.87,ATM
f681798-a44d-405a-93ba-c33d618f235,7899eff-23a4-47fb-ad9e-e86dd97e0a8,023-02-18T06:45:52,-843.85,Wire Transfer
f8b3980-c8e2-4e39-a738-59de9e8a371,7899eff-23a4-47fb-ad9e-e86dd97e0a8,023-08-07T05:24:59,-834.24,Check
4506108-c0e2-4187-8c86-2db5f059b64,7899eff-23a4-47fb-ad9e-e86dd97e0a8,022-11-06T13:55:16,-462.73,Debit
096d765-4633-4335-8c97-f68ba55ed30,7899eff-23a4-47fb-ad9e-e86dd97e0a8,023-06-04T14:42:31,192.01,ATM
4c978a0-4e3b-43b9-8313-7c387c6d1c3,7899eff-23a4-47fb-ad9e-e86dd97e0a8,022-10-24T03:27:33,-222.97,Check
2ea6f8c-8f58-41f3-b646-01e01cab217,7899eff-23a4-47fb-ad9e-e86dd97e0a8,022-11-14T04:36:32,395.21,ATM
9eadbc8-186e-4507-9256-11aa8efb725,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-09-15T04:19:29,354.84,Debit
ae830c3-86e6-4dd0-9062-0735621145d,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-03-15T01:42:25,-370.27,ATM
50c839f-9358-4a1d-80f8-0f1b5ddb9b5,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-08-31T11:11:59,697.48,ATM
77d9ccb-926a-4ab0-a7bb-9f979e4cc1f,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-01-11T06:08:07,105.35,Debit
173d1ad-9600-41db-a89f-90ff52c518c,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-06-19T18:46:49,-959.46,Debit
096d765-4633-4335-8c97-f68ba55ed30,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-02-15T09:35:56,-813.1,Check
c4be0fa-16a7-4620-ba15-3362b88e0fc,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,022-12-27T14:16:44,860.28,Check
abeb3ba-9bf2-47c9-ab8a-505218203e6,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-04-13T08:10:57,-872.87,Wire Transfer
43f108c-c7a3-4980-9dc8-7e99fc4efbf,e8ee3ed-21e3-4484-a9e5-c9afaf6a13e,023-02-16T16:39:58,536.55,Debit
715573d-19b6-4493-af36-29ff9511ceb,15e0a18-529c-40f9-a8de-1da8982a36d,023-02-12T23:14:05,-176.78,Debit
68a7959-1f72-43ea-999d-82f2f602535,15e0a18-529c-40f9-a8de-1da8982a36d,023-04-03T14:08:33,-667.77,Debit
fa49abd-580e-413f-95e0-ddbf33d1ec4,15e0a18-529c-40f9-a8de-1da8982a36d,023-02-14T22:00:28,495.85,ATM
36dd99d-c10b-4576-8428-6168927b3c1,15e0a18-529c-40f9-a8de-1da8982a36d,023-01-15T06:50:58,-631.57,ATM
70ddee9-1b88-474e-8a13-8fb56f6ab71,15e0a18-529c-40f9-a8de-1da8982a36d,023-06-09T15:49:59,262.74,ATM
28c6d3d-619b-486d-80a6-6783fe7fe3b,15e0a18-529c-40f9-a8de-1da8982a36d,022-11-03T01:20:22,529.12,Debit
803c8fe-bafa-4ea4-b8cf-7a4520e8465,15e0a18-529c-40f9-a8de-1da8982a36d,023-08-29T18:35:59,-658.97,Debit
ff3ce5d-3b99-47c9-9935-21b701953dc,f423633-45f0-4576-b32f-89f01c3455f,023-01-19T17:55:44,992.45,Check
0683648-8653-4f9a-91e0-e9ae07dd552,f423633-45f0-4576-b32f-89f01c3455f,023-05-31T06:48:20,-329.89,Check
16e531d-d486-4f66-ad47-7ddc1e3303f,f423633-45f0-4576-b32f-89f01c3455f,023-09-10T18:37:47,974.85,Debit
50b1beb-93d9-45f5-bdb4-d4c98a861ef,f423633-45f0-4576-b32f-89f01c3455f,022-12-29T20:39:46,-188.13,ATM
684f23d-948d-4037-a629-21eee551ecd,f423633-45f0-4576-b32f-89f01c3455f,023-08-15T06:45:22,-763.37,Check
d1f2965-55e7-4db3-ae00-75b0dcb8025,f423633-45f0-4576-b32f-89f01c3455f,023-07-08T09:17:55,-304.32,Check
5fb3646-3355-4163-89b5-e51698efcad,f423633-45f0-4576-b32f-89f01c3455f,023-04-22T21:27:58,177.29,Debit
eba8cb0-184e-4404-b8c7-74bb97b1a6c,797934c-568c-433e-ab5f-3929d9cc2b7,023-08-21T16:06:51,-118.3,ATM
